RowNumber,CustomerId,Surname,Geography,Gender,Age,Tenure,NumOfProducts,IsActiveMember,Contract Online,Internet Activity Score,Having Vollkasko,Kasco Changed Score,Exited
9125,15753639,Gibson,France,Male,37,5,2,0,0,5,1,0,0
9126,15604138,Iheanacho,Spain,Male,34,2,1,0,1,1,0,1,1
9127,15666095,Costa,Spain,Male,51,4,2,1,1,0,0,1,1
9128,15643487,Sal,Spain,Male,39,10,1,0,0,0,0,1,1
9129,15764033,Lin,Germany,Female,43,1,1,0,1,1,0,1,1
9130,15747288,Ferri,Spain,Female,40,6,1,1,0,2,0,2,1
9131,15790599,Yin,Germany,Female,39,5,2,1,0,4,1,0,0
9132,15737705,Avdeyeva,France,Female,27,4,1,0,0,5,1,0,0
9133,15737194,Tu,France,Female,33,5,2,0,0,5,1,0,0
9134,15726776,Donnelly,Spain,Male,36,1,1,1,0,4,1,0,0
9135,15804357,Loggia,France,Male,40,3,1,1,0,4,1,0,0
9136,15664432,Chao,Spain,Female,49,7,1,0,0,2,0,1,1
9137,15688984,Belonwu,France,Male,20,4,1,0,0,5,1,0,0
9138,15583026,Welch,France,Female,38,0,1,0,0,4,1,0,0
9139,15771668,Henderson,France,Male,59,10,1,0,1,1,0,2,1
9140,15779904,Yobanna,France,Female,29,5,2,1,0,4,1,0,0
9141,15784323,Gallo,France,Female,21,7,2,0,0,5,1,0,0
9142,15756277,Wilson,Germany,Female,43,8,2,0,0,5,1,0,0
9143,15663312,Marino,France,Female,35,9,2,0,0,4,1,0,0
9144,15793197,Bailey,France,Female,34,8,1,0,0,5,1,0,0
9145,15731463,Gboliwe,Germany,Male,43,10,1,1,0,5,1,0,0
9146,15621768,Chukwuhaenye,Spain,Male,45,6,1,0,0,4,1,0,0
9147,15691323,Bianchi,Germany,Male,40,4,2,0,0,4,1,0,0
9148,15781326,Ford,France,Male,35,9,1,0,0,5,1,0,0
9149,15595640,Rizzo,France,Male,37,8,2,0,0,4,1,0,0
9150,15814331,Lung,Germany,Female,43,7,2,0,0,4,1,0,0
9151,15602030,Ramirez,France,Male,28,4,1,1,0,5,1,0,0
9152,15747974,Sabbatini,France,Male,49,1,2,0,0,5,1,0,0
9153,15611315,Ts'ao,Germany,Female,23,4,1,0,0,5,1,0,0
9154,15636977,Trevisan,Germany,Male,36,9,3,0,0,3,0,2,1
9155,15690337,Chinwenma,France,Female,27,5,2,0,0,4,1,0,0
9156,15680666,Berry,Spain,Female,39,2,2,0,0,5,1,0,0
9157,15679551,Colombo,Spain,Female,46,2,1,1,0,3,0,1,1
9158,15778915,Harris,France,Female,32,7,2,1,0,5,1,0,0
9159,15568849,Bryan,Spain,Female,31,10,1,1,0,5,1,0,0
9160,15747762,Chigozie,France,Male,32,7,1,0,0,5,1,0,0
9161,15753679,Mullawirraburka,France,Male,24,4,2,1,0,4,1,0,0
9162,15750049,Steele,France,Male,40,10,1,0,0,5,1,0,0
9163,15606097,Zakharov,Germany,Male,63,7,1,1,1,2,0,2,1
9164,15802368,Ch'eng,France,Female,47,6,1,1,0,4,1,0,0
9165,15767488,Berry,Spain,Male,36,7,2,0,0,4,1,0,0
9166,15669946,Jen,Germany,Female,46,2,1,1,0,5,1,0,0
9167,15612103,Wang,Germany,Female,35,2,1,1,1,1,0,1,1
9168,15645353,Chubb,France,Male,26,1,1,0,0,4,1,0,0
9169,15650018,Chen,France,Female,43,8,1,0,0,5,1,0,0
9170,15659002,Mazzanti,France,Female,45,6,2,0,0,4,1,0,0
9171,15616028,T'ao,France,Male,30,2,3,1,0,4,1,0,0
9172,15660475,Ndubueze,France,Female,54,9,1,1,0,5,1,0,0
9173,15652615,Ferri,France,Male,39,8,1,1,0,5,1,0,0
9174,15653572,Thornton,Spain,Male,43,8,1,1,1,2,0,1,1
9175,15628059,DeRose,France,Male,61,1,2,1,0,4,1,0,0
9176,15703413,Montes,France,Female,38,7,1,0,0,4,1,0,0
9177,15610433,Kwemto,France,Male,35,9,2,0,0,5,1,0,0
9178,15770548,Lucchese,Germany,Female,28,3,1,0,0,5,1,0,0
9179,15645637,Huggins,Germany,Female,39,6,1,1,0,5,1,0,0
9180,15590888,Wade,Spain,Female,34,10,2,0,0,5,1,0,0
9181,15568326,Kenenna,France,Female,44,2,2,0,0,4,1,0,0
9182,15655368,Wheeler,France,Male,47,1,1,0,0,5,1,0,0
9183,15665579,Cartwright,France,Female,28,0,1,0,0,5,1,0,0
9184,15676091,Iloerika,France,Male,42,7,1,1,0,5,1,0,0
9185,15716984,Palermo,Spain,Female,56,4,2,0,0,4,1,0,0
9186,15715078,Nkemakolam,France,Male,35,6,2,1,0,4,1,0,0
9187,15569452,Butler,Germany,Female,58,3,2,1,0,5,1,0,0
9188,15628863,Calabresi,France,Male,38,4,1,1,0,4,1,0,0
9189,15778192,Nkemdilim,Spain,Male,28,4,2,1,0,4,1,0,0
9190,15793723,Ch'iu,Germany,Male,32,9,2,0,0,5,1,0,0
9191,15798943,Alexander,France,Female,46,8,2,0,0,4,1,0,0
9192,15764708,Chiabuotu,France,Male,30,6,1,0,0,5,1,0,0
9193,15791040,Vasilyeva,Spain,Male,58,1,2,1,0,5,1,0,0
9194,15631512,Schneider,France,Female,26,8,1,0,0,4,1,0,0
9195,15640106,Mason,France,Male,40,7,1,0,0,5,1,0,0
9196,15710315,Chukwukadibia,Germany,Male,29,4,1,0,0,2,0,1,1
9197,15771535,Tsui,Spain,Female,37,9,2,0,0,4,1,0,0
9198,15611947,Banks,France,Male,34,3,1,0,0,5,1,0,0
9199,15670266,Shih,France,Female,28,4,1,1,0,4,1,0,0
9200,15609083,Tretiakova,France,Female,26,6,1,0,0,3,0,2,1
9201,15567923,Barese,France,Female,30,6,1,0,0,5,1,0,0
9202,15788183,Longo,Germany,Female,43,1,2,0,0,4,1,0,0
9203,15735782,MacDonald,France,Male,31,9,1,0,0,5,1,0,0
9204,15774401,Chambers,Spain,Male,51,4,2,0,0,0,0,1,1
9205,15737971,Cowen,France,Female,30,5,2,0,0,5,1,0,0
9206,15758750,Iweobiegbunam,France,Male,31,0,1,1,0,4,1,0,0
9207,15611767,Mai,Germany,Female,52,0,1,0,1,3,0,1,1
9208,15643770,Yu,France,Female,52,5,1,0,0,0,0,1,1
9209,15744717,Duffy,France,Female,44,2,2,1,0,4,1,0,0
9210,15570681,Chiang,France,Male,24,1,1,0,0,5,1,0,0
9211,15792650,Watts,Spain,Male,36,0,1,1,0,3,0,2,1
9212,15605531,Daly,Spain,Female,38,6,2,0,0,4,1,0,0
9213,15605339,Baker,France,Female,37,10,2,1,0,5,1,0,0
9214,15672216,Uvarov,France,Female,40,4,1,0,0,4,1,0,0
9215,15812893,Costa,France,Female,39,10,2,1,0,0,0,2,1
9216,15624180,Genovesi,Germany,Female,37,10,4,1,1,3,0,2,1
9217,15701364,Doherty,France,Male,30,10,2,1,0,5,1,0,0
9218,15762588,Kaleski,France,Male,31,5,2,1,0,4,1,0,0
9219,15806318,Wright,Germany,Female,48,2,1,0,0,3,0,2,1
9220,15712596,Huang,France,Male,31,4,1,0,0,4,1,0,0
9221,15600399,Trentino,France,Male,60,4,1,0,0,3,0,2,1
9222,15576216,Chienezie,Germany,Female,37,4,1,0,1,1,0,1,1
9223,15620750,Sugden,France,Male,28,3,1,1,0,5,1,0,0
9224,15623489,Tu,France,Female,67,0,1,1,0,4,1,0,0
9225,15667944,Onuchukwu,France,Male,39,0,1,1,0,4,1,0,0
9226,15584928,Ugochukwutubelum,Germany,Female,32,4,2,1,0,4,1,0,0
9227,15779913,Davidson,France,Male,27,5,2,1,0,4,1,0,0
9228,15644977,Goddard,France,Female,31,5,2,0,0,5,1,0,0
9229,15749679,Beck,France,Male,39,2,1,1,0,4,1,0,0
9230,15629010,Beam,Germany,Female,35,5,1,1,0,4,1,0,0
9231,15768465,Sheppard,Germany,Male,35,8,2,1,0,4,1,0,0
9232,15767781,Godfrey,France,Male,38,10,1,0,0,5,1,0,0
9233,15635364,Gray,France,Female,49,9,3,1,0,2,0,2,1
9234,15722004,Hsiung,France,Female,31,4,1,0,0,4,1,0,0
9235,15766044,Cameron,Germany,Male,49,4,1,0,1,1,0,1,1
9236,15586680,Fleming,France,Male,27,4,1,0,0,4,1,0,0
9237,15635388,Austin,Spain,Male,47,6,1,0,0,4,1,0,0
9238,15655175,Wallace,Germany,Male,40,4,2,0,0,3,0,2,1
9239,15639133,Ku,France,Female,50,4,2,0,0,5,1,0,0
9240,15799653,Fiorentino,Germany,Female,32,7,2,1,0,4,1,0,0
9241,15723872,Buccho,Spain,Female,46,10,2,1,0,4,1,0,0
9242,15775627,Gordon,France,Male,35,8,2,1,0,5,1,0,0
9243,15630704,Haworth,Germany,Male,32,9,2,0,0,5,1,0,0
9244,15815534,Guidry,Spain,Male,37,0,1,1,0,4,1,0,0
9245,15697249,Lettiere,Germany,Female,25,3,1,0,0,5,1,0,0
9246,15681316,Tai,France,Female,41,0,2,0,0,5,1,0,0
9247,15682523,Chigozie,France,Male,20,1,1,1,0,5,1,0,0
9248,15650244,Bezrukov,Spain,Male,29,7,2,0,0,5,1,0,0
9249,15648638,Chia,Spain,Male,34,6,2,0,0,4,1,0,0
9250,15795747,Sheppard,Spain,Female,39,7,1,1,0,5,1,0,0
9251,15607330,Vasilyev,Spain,Male,42,0,1,1,0,5,1,0,0
9252,15624013,Maxwell,France,Female,39,6,1,0,0,4,1,0,0
9253,15800805,Maher,France,Female,31,7,1,1,0,5,1,0,0
9254,15667321,Cocci,Spain,Male,49,10,2,1,0,5,1,0,0
9255,15601116,P'an,France,Male,32,6,2,1,0,4,1,0,0
9256,15622033,Rapuluchukwu,Germany,Female,41,3,4,0,1,1,0,1,1
9257,15758451,Azuka,Germany,Male,37,7,1,0,0,5,1,0,0
9258,15688689,Esposito,Germany,Female,37,8,2,1,0,5,1,0,0
9259,15652674,Hou,France,Male,20,0,1,1,0,5,1,0,0
9260,15806327,Cyril,France,Female,40,3,2,0,0,5,1,0,0
9261,15649618,Tomlinson,Germany,Female,39,7,2,1,0,5,1,0,0
9262,15677117,Crawford,France,Female,61,6,2,1,0,4,1,0,0
9263,15751445,Chikwado,Germany,Female,52,6,2,1,0,4,1,0,0
9264,15749669,Hargreaves,France,Female,31,3,2,1,0,4,1,0,0
9265,15656351,Laidley,Spain,Male,60,3,2,1,0,4,1,0,0
9266,15667438,Ferguson,France,Female,38,1,1,0,1,3,0,2,1
9267,15682273,Burns,France,Female,38,5,1,0,0,4,1,0,0
9268,15580912,McNeill,France,Male,32,5,2,1,0,4,1,0,0
9269,15785183,Chukwuebuka,Spain,Male,29,2,2,1,0,5,1,0,0
9270,15705383,Shen,France,Male,35,4,1,1,0,4,1,0,0
9271,15712903,Diaz,France,Female,21,3,1,1,0,5,1,0,0
9272,15774285,Kentish,Spain,Female,47,8,1,1,0,4,1,0,0
9273,15583138,Persse,France,Male,42,2,2,0,0,5,1,0,0
9274,15740160,Okwukwe,France,Male,31,1,2,1,0,4,1,0,0
9275,15793425,Watt,Spain,Female,33,9,1,1,0,5,1,0,0
9276,15749265,Carslaw,Germany,Male,42,1,1,1,0,4,1,0,0
9277,15623989,Griffin,France,Male,54,3,1,0,1,0,0,1,1
9278,15604832,Hsia,France,Male,29,7,1,1,0,4,1,0,0
9279,15584580,Fyodorova,France,Male,35,6,1,0,0,4,1,0,0
9280,15573854,Chukwujekwu,France,Male,62,5,2,1,0,4,1,0,0
9281,15614847,Townsend,France,Female,45,6,1,1,0,4,1,0,0
9282,15679966,Marsh,France,Female,31,3,1,1,0,5,1,0,0
9283,15799435,Hayes,Spain,Male,34,1,1,0,0,4,1,0,0
9284,15752186,Padovano,France,Female,27,3,2,0,0,4,1,0,0
9285,15705544,Ma,France,Male,61,3,1,1,0,4,1,0,0
9286,15713632,Ham,Spain,Female,48,5,1,0,0,5,1,0,0
9287,15586523,Paten,Germany,Female,29,7,1,1,0,3,0,1,1
9288,15609176,Cawthorne,France,Female,32,5,2,1,0,4,1,0,0
9289,15769308,Herbert,Germany,Female,36,9,2,0,0,4,1,0,0
9290,15676810,Jen,France,Female,31,1,2,1,0,4,1,0,0
9291,15634591,Saunders,France,Male,33,8,1,1,0,4,1,0,0
9292,15679804,Esquivel,France,Male,36,5,2,1,0,5,1,0,0
9293,15677764,Chao,Germany,Female,74,1,2,1,0,5,1,0,0
9294,15571917,Eluemuno,Germany,Female,38,5,2,0,0,4,1,0,0
9295,15574608,Sidorova,France,Male,36,8,1,1,0,5,1,0,0
9296,15740868,Pirogova,Germany,Female,45,9,1,1,0,4,1,0,0
9297,15702442,Benson,Germany,Female,56,9,2,1,0,5,1,0,0
9298,15699797,Santana,France,Male,30,8,1,0,0,5,1,0,0
9299,15648047,Williamson,Germany,Male,27,5,2,0,0,4,1,0,0
9300,15766826,North,France,Male,26,7,1,0,1,0,0,1,1
9301,15591628,Davies,Germany,Male,41,9,1,0,0,4,1,0,0
9302,15583857,Siciliano,Spain,Female,43,4,2,0,0,5,1,0,0
9303,15752534,Mironov,France,Male,36,10,2,1,0,5,1,0,0
9304,15741403,Amechi,Spain,Female,38,1,1,0,0,4,1,0,0
9305,15783589,Toscano,France,Male,40,9,2,0,0,5,1,0,0
9306,15598046,Su,France,Female,39,5,2,0,0,5,1,0,0
9307,15643330,Chukwuemeka,France,Male,37,2,2,1,0,5,1,0,0
9308,15680405,P'eng,France,Male,40,2,2,1,0,5,1,0,0
9309,15728683,Lombardo,France,Male,27,0,2,1,0,5,1,0,0
9310,15621644,Lombardi,Germany,Male,83,6,1,1,0,5,1,0,0
9311,15733032,Butler,Spain,Male,47,2,2,1,0,5,1,0,0
9312,15608381,Dean,Germany,Male,50,2,1,0,0,0,0,2,1
9313,15658946,Piccio,Germany,Male,40,10,2,0,0,5,1,0,0
9314,15757912,Bradley,Germany,Female,37,0,1,0,0,5,1,0,0
9315,15645371,Cameron,Germany,Female,51,7,1,1,1,2,0,2,1
9316,15653110,Chan,France,Male,42,8,1,0,0,5,1,0,0
9317,15766355,Lettiere,Germany,Male,49,0,3,0,1,3,0,2,1
9318,15585249,Mironova,France,Male,42,6,1,0,0,1,0,2,1
9319,15611786,Tsui,Spain,Female,69,9,1,1,0,5,1,0,0
9320,15575486,Okoli,France,Female,27,1,2,1,0,5,1,0,0
9321,15780215,Berry,France,Male,31,6,2,1,0,5,1,0,0
9322,15686099,Ruse,Spain,Male,61,1,1,0,0,2,0,2,1
9323,15739042,Bogolyubov,France,Female,35,9,2,0,0,4,1,0,0
9324,15815316,Kennedy,France,Male,50,9,4,0,1,2,0,1,1
9325,15778489,Bolton,Germany,Male,71,9,2,1,0,5,1,0,0
9326,15786389,Chuang,Spain,Female,41,10,2,1,0,4,1,0,0
9327,15601787,Greco,Germany,Male,35,2,1,1,1,0,0,2,1
9328,15624715,Ma,Spain,Female,40,2,1,1,0,4,1,0,0
9329,15763093,Nucci,Germany,Female,35,7,2,0,0,5,1,0,0
9330,15572073,Yao,Spain,Male,35,5,2,1,0,4,1,0,0
9331,15780256,Palfreyman,France,Male,34,9,2,1,0,4,1,0,0
9332,15659305,Webster,Germany,Male,19,8,1,1,0,5,1,0,0
9333,15638882,Cardell,Germany,Female,62,9,1,0,1,2,0,1,1
9334,15714680,Bianchi,France,Female,78,5,1,1,0,4,1,0,0
9335,15777217,Somadina,Spain,Male,25,10,2,1,0,4,1,0,0
9336,15739123,Mellor,Germany,Male,50,4,2,0,0,4,1,0,0
9337,15594450,Tomlinson,France,Male,49,9,1,0,0,4,1,0,0
9338,15797751,Pai,Germany,Female,47,5,1,1,1,2,0,2,1
9339,15691543,Lennox,Germany,Male,58,2,1,1,0,5,1,0,0
9340,15722845,Meldrum,Spain,Male,29,1,2,1,0,4,1,0,0
9341,15605804,Watson,France,Male,45,10,2,0,0,5,1,0,0
9342,15702061,Findlay,France,Male,29,7,2,1,0,5,1,0,0
9343,15694321,Su,France,Female,28,3,2,0,0,5,1,0,0
9344,15798749,Davidson,Germany,Female,43,3,2,0,0,5,1,0,0
9345,15720050,Barrett,France,Female,28,2,1,0,0,4,1,0,0
9346,15758048,Miah,France,Male,50,2,1,1,0,5,1,0,0
9347,15805681,Chamberlain,France,Male,41,9,1,1,0,5,1,0,0
9348,15802809,Vidal,Spain,Female,36,0,1,1,0,4,1,0,0
9349,15807239,Lung,France,Female,34,7,1,0,0,4,1,0,0
9350,15749093,Tretyakova,France,Male,43,4,2,0,0,5,1,0,0
9351,15689344,Montgomery,Spain,Male,42,4,3,1,0,4,1,0,0
9352,15606076,Golubev,Germany,Male,63,7,1,1,0,5,1,0,0
9353,15610090,Han,France,Male,40,8,2,0,0,5,1,0,0
9354,15693926,Pan,Spain,Male,37,0,1,1,0,4,1,0,0
9355,15791501,Carroll,France,Male,43,8,2,1,0,4,1,0,0
9356,15621870,Hawkins,Spain,Female,40,8,1,0,0,4,1,0,0
9357,15734711,Loggia,France,Male,42,7,1,0,1,0,0,2,1
9358,15814405,Chesnokova,France,Female,46,9,1,1,1,2,0,2,1
9359,15729359,Chambers,France,Female,29,9,2,1,0,4,1,0,0
9360,15606944,Fleming,Germany,Male,43,9,1,0,1,3,0,2,1
9361,15671934,Veale,Germany,Male,39,2,1,1,0,5,1,0,0
9362,15641773,Browne,Germany,Male,45,2,2,1,0,5,1,0,0
9363,15701972,Parsons,France,Male,35,3,1,1,0,4,1,0,0
9364,15749114,Bailey,Spain,Male,35,3,2,1,0,4,1,0,0
9365,15780362,Ferrari,France,Female,49,9,2,0,0,5,1,0,0
9366,15753229,Genovese,France,Male,29,9,1,1,0,4,1,0,0
9367,15656009,McIntyre,France,Female,36,6,1,0,0,4,1,0,0
9368,15785024,Warner,France,Female,40,9,1,0,0,1,0,1,1
9369,15670492,Gordon,France,Male,28,8,2,0,0,5,1,0,0
9370,15795458,McMillan,Spain,Female,39,2,1,1,0,5,1,0,0
9371,15732438,Cheng,France,Male,43,4,4,0,0,3,0,2,1
9372,15781987,Akhtar,France,Male,31,9,1,1,0,5,1,0,0
9373,15775826,Iadanza,France,Male,30,1,1,1,0,4,1,0,0
9374,15807457,Abernathy,Spain,Female,36,1,2,0,0,4,1,0,0
9375,15632538,Watson,Spain,Female,32,5,1,1,0,5,1,0,0
9376,15641389,Shen,Germany,Male,48,4,2,0,0,0,0,2,1
9377,15657306,Kershaw,France,Female,47,2,1,0,1,0,0,2,1
9378,15709447,Reed,France,Female,26,0,1,0,0,5,1,0,0
9379,15762682,Mitchell,Spain,Female,35,1,2,0,0,4,1,0,0
9380,15626042,Webb,Spain,Female,26,2,2,1,0,5,1,0,0
9381,15597109,Vanzetti,France,Male,70,1,1,1,0,5,1,0,0
9382,15756148,Nnanna,Spain,Male,45,2,1,1,0,5,1,0,0
9383,15665634,Campbell,France,Female,38,7,1,1,0,4,1,0,0
9384,15739997,Capon,France,Female,23,2,2,1,0,5,1,0,0
9385,15686242,Otutodilichukwu,France,Female,57,4,1,0,1,3,0,2,1
9386,15759244,Boone,Germany,Male,44,8,2,1,0,4,1,0,0
9387,15672027,McIntyre,Germany,Female,33,10,2,0,0,4,1,0,0
9388,15594576,Zhdanov,France,Male,32,1,1,0,0,5,1,0,0
9389,15707138,Nagy,Spain,Male,39,5,2,1,0,4,1,0,0
9390,15756954,Lombardo,France,Female,32,2,1,1,0,4,1,0,0
9391,15619130,Simpson,Germany,Female,37,5,2,1,0,5,1,0,0
9392,15639665,Herbert,Spain,Male,61,0,2,1,0,4,1,0,0
9393,15571065,Lehr,Spain,Female,39,0,2,0,0,4,1,0,0
9394,15686060,Chou,Germany,Male,43,9,1,0,1,2,0,2,1
9395,15615753,Upchurch,Germany,Female,35,8,1,1,0,5,1,0,0
9396,15800961,Ugorji,Germany,Male,52,1,2,1,0,5,1,0,0
9397,15763065,Palerma,Spain,Female,40,2,2,0,0,4,1,0,0
9398,15672467,Coles,France,Female,52,7,2,1,0,5,1,0,0
9399,15752915,Hsueh,France,Female,34,2,2,1,0,4,1,0,0
9400,15744695,Tu,France,Male,39,5,1,1,0,5,1,0,0
9401,15584897,Kuo,France,Female,31,3,1,0,0,5,1,0,0
9402,15601857,Woodhouse,Germany,Female,46,4,1,0,1,1,0,1,1
9403,15674156,Tretiakova,Germany,Male,69,3,1,1,0,5,1,0,0
9404,15695465,Gibson,France,Female,36,6,1,0,0,4,1,0,0
9405,15792232,Moss,Spain,Female,43,5,2,0,0,5,1,0,0
9406,15807900,Chineze,France,Male,36,7,1,1,1,0,0,1,1
9407,15743760,Davidson,France,Male,31,6,2,1,0,4,1,0,0
9408,15652835,Liang,Spain,Female,27,2,1,1,0,5,1,0,0
9409,15767818,Graham,France,Male,55,10,1,0,0,4,1,0,0
9410,15591150,Nwebube,Spain,Male,34,10,2,1,0,4,1,0,0
9411,15734659,Sozonov,Germany,Female,46,5,2,0,0,5,1,0,0
9412,15796115,Forbes,Germany,Female,40,4,4,0,1,0,0,1,1
9413,15724648,Chikezie,France,Male,26,6,1,0,0,5,1,0,0
9414,15737732,Onwuemelie,France,Female,44,10,2,0,0,4,1,0,0
9415,15632280,Toth,Spain,Female,53,9,1,0,0,2,0,2,1
9416,15750407,Hunt,Germany,Female,43,2,2,0,0,4,1,0,0
9417,15795370,Mazure,Germany,Male,37,6,1,0,0,5,1,0,0
9418,15656829,Hughes,Spain,Female,33,6,2,0,0,4,1,0,0
9419,15643794,Bennett,Spain,Female,27,2,1,1,0,5,1,0,0
9420,15798605,Tien,Germany,Male,26,1,1,1,0,4,1,0,0
9421,15637324,Kay,France,Female,28,7,2,1,0,5,1,0,0
9422,15589589,Bryan,France,Male,34,5,1,0,0,5,1,0,0
9423,15778936,Ingamells,France,Male,33,9,1,0,0,4,1,0,0
9424,15757385,Milne,Spain,Female,28,8,1,0,0,4,1,0,0
9425,15666200,Lombardo,France,Female,40,1,2,1,0,5,1,0,0
9426,15683977,Owens,Spain,Female,72,4,2,1,0,4,1,0,0
9427,15675518,Charlton,Spain,Female,53,1,2,0,1,1,0,1,1
9428,15584812,Overby,Spain,Female,39,0,2,0,0,4,1,0,0
9429,15752984,Chifley,France,Female,70,9,2,1,0,4,1,0,0
9430,15577913,Oliver,France,Female,32,8,1,1,0,5,1,0,0
9431,15591980,Hill,France,Male,33,5,2,1,0,5,1,0,0
9432,15598948,DeRose,Spain,Female,24,5,1,1,0,4,1,0,0
9433,15574142,Chuang,Germany,Female,28,2,2,1,0,4,1,0,0
9434,15582903,Edwards,France,Male,39,7,2,1,0,4,1,0,0
9435,15733229,Rodriguez,Spain,Female,34,7,2,0,0,5,1,0,0
9436,15635752,Lo,Germany,Male,38,4,2,1,0,5,1,0,0
9437,15771000,Powell,France,Male,38,4,3,0,0,5,1,0,0
9438,15804864,Chu,France,Female,27,5,1,1,0,5,1,0,0
9439,15641175,Munro,Germany,Male,63,3,3,0,0,0,0,2,1
9440,15692226,Onwumelu,France,Female,31,3,1,1,0,5,1,0,0
9441,15584156,Siciliani,Spain,Male,27,10,3,0,0,1,0,1,1
9442,15702656,Yobachi,France,Female,33,1,1,0,0,4,1,0,0
9443,15606552,Akabueze,France,Male,37,9,2,1,0,4,1,0,0
9444,15687001,Chiemenam,Germany,Male,54,1,1,1,1,2,0,2,1
9445,15781903,Odinakachukwu,Germany,Male,41,2,2,1,0,5,1,0,0
9446,15731951,Reilly,Spain,Female,28,5,1,0,0,2,0,1,1
9447,15580953,Forbes,France,Male,30,4,1,1,0,5,1,0,0
9448,15810390,Amadi,France,Female,41,1,2,1,1,1,0,2,1
9449,15628274,Ferri,Germany,Male,35,8,2,0,0,4,1,0,0
9450,15615444,Y?an,Germany,Male,28,8,2,1,0,4,1,0,0
9451,15784010,Williamson,Germany,Male,33,2,1,0,0,4,1,0,0
9452,15571586,Briggs,Spain,Male,29,3,1,0,1,1,0,1,1
9453,15748616,Napolitani,France,Male,27,5,2,0,0,5,1,0,0
9454,15769402,Carpenter,France,Male,27,7,1,1,0,5,1,0,0
9455,15739248,Lin,France,Male,52,4,2,1,0,4,1,0,0
9456,15603481,Robinson,Spain,Female,55,4,2,1,0,5,1,0,0
9457,15723604,Collins,France,Male,39,6,1,0,0,5,1,0,0
9458,15797822,Kingsley,France,Male,28,2,1,1,0,5,1,0,0
9459,15665064,Harvey,France,Male,36,8,2,0,0,4,1,0,0
9460,15640580,Obiora,France,Female,47,9,1,0,0,4,1,0,0
9461,15581089,Knight,Spain,Male,35,7,2,1,0,4,1,0,0
9462,15728605,Hung,France,Male,40,4,2,1,0,4,1,0,0
9463,15737385,Curtis,Spain,Female,46,6,2,0,0,4,1,0,0
9464,15714789,Perez,France,Male,24,7,1,1,0,4,1,0,0
9465,15786035,Gosnell,France,Male,39,9,2,0,0,4,1,0,0
9466,15815259,Fang,France,Female,56,2,2,1,0,4,1,0,0
9467,15592716,Clarke,France,Male,52,2,1,0,0,3,0,1,1
9468,15734850,Milanesi,Spain,Male,36,1,1,0,0,4,1,0,0
9469,15638047,Chia,Germany,Female,45,9,2,0,0,5,1,0,0
9470,15674573,Gearhart,France,Female,25,4,1,1,0,4,1,0,0
9471,15694859,McLean,Germany,Female,28,10,2,1,0,5,1,0,0
9472,15776404,Williamson,France,Male,22,8,1,1,0,4,1,0,0
9473,15579345,Murphy,Germany,Female,74,0,1,1,0,4,1,0,0
9474,15690733,Angelo,Spain,Male,45,4,2,0,0,3,0,1,1
9475,15631481,Thomson,France,Male,51,8,2,1,0,4,1,0,0
9476,15620988,Murray,France,Male,46,2,2,0,0,4,1,0,0
9477,15571529,Kirby,Germany,Female,48,7,1,0,0,5,1,0,0
9478,15592104,Lane,France,Female,41,5,1,0,0,1,0,2,1
9479,15651900,Bergamaschi,Germany,Female,53,1,1,0,1,1,0,1,1
9480,15596212,Yang,Spain,Male,35,1,2,0,0,5,1,0,0
9481,15710687,Mills,France,Female,33,0,1,0,0,5,1,0,0
9482,15613787,Chidubem,Spain,Male,35,8,1,0,0,5,1,0,0
9483,15599211,Findlay,France,Male,40,1,2,0,0,0,0,1,1
9484,15675983,Wood,France,Female,36,3,1,1,0,4,1,0,0
9485,15622370,Boyle,Germany,Male,30,1,1,1,0,5,1,0,0
9486,15656319,Toscano,Spain,Male,37,4,1,0,0,4,1,0,0
9487,15605130,Seccombe,France,Male,32,6,1,1,0,5,1,0,0
9488,15672574,Uspenskaya,Spain,Female,32,5,1,1,0,4,1,0,0
9489,15659355,McKenzie,Spain,Male,32,6,2,1,0,4,1,0,0
9490,15777907,Liang,France,Female,33,3,1,1,1,3,0,2,1
9491,15655171,Yermakova,France,Male,80,3,1,1,0,5,1,0,0
9492,15619674,White,France,Female,35,4,1,1,0,5,1,0,0
9493,15775192,Rounsevell,Germany,Female,48,4,1,0,1,3,0,1,1
9494,15617657,Ts'ai,France,Female,36,0,1,1,0,4,1,0,0
9495,15688951,Stoneman,Germany,Male,43,8,2,1,0,3,0,1,1
9496,15763460,Yao,France,Male,33,10,1,0,0,5,1,0,0
9497,15756992,Chukwukere,France,Male,37,1,2,0,0,5,1,0,0
9498,15617454,Ifeatu,France,Female,25,1,2,1,0,4,1,0,0
9499,15701932,Millar,France,Female,52,6,1,1,0,4,1,0,0
9500,15700813,Igwebuike,Germany,Female,25,5,2,0,0,5,1,0,0
9501,15645600,Obidimkpa,Spain,Female,27,8,1,1,0,5,1,0,0
9502,15634146,Hou,Germany,Male,18,2,1,1,0,4,1,0,0
9503,15686743,Moody,Spain,Male,29,3,2,1,0,5,1,0,0
9504,15698792,Keldie,France,Female,48,6,1,1,0,5,1,0,0
9505,15591724,Liu,France,Female,44,5,1,0,0,5,1,0,0
9506,15571281,Ts'ao,France,Male,28,10,1,1,0,5,1,0,0
9507,15661380,Walker,France,Male,69,6,2,1,0,4,1,0,0
9508,15728885,Defalco,France,Male,41,0,1,1,0,4,1,0,0
